SensorType,Px_pred,Py_pred,Vx_pred,Vy_pred,Px_meas,Py_meas,Px_gt,Py_gt,Vx_gt,Vy_gt,NIS
L,-1.78237,9.59392,-1.77189,-4.80598,-1.73381,9.71347,-1.81147,9.53564,-1.90924,-4.82172,0.982593
R,-1.91627,9.33465,-1.8922,-5.00978,-2.27191,9.37316,-1.90631,9.29431,-1.88502,-4.83316,2.10858
L,-1.99663,9.03386,-1.80832,-5.1129,-1.93833,8.77028,-1.99998,9.05243,-1.86233,-4.84374,3.86843
R,-2.07244,8.81502,-1.70188,-4.89118,-1.96565,9.13274,-2.09256,8.81003,-1.8412,-4.85347,2.04083
L,-2.16586,8.5647,-1.68882,-4.92074,-2.1768,8.5411,-2.18412,8.56717,-1.82164,-4.86238,0.0409318
R,-2.31139,8.30213,-1.84343,-4.99795,-2.65862,8.19477,-2.27474,8.32388,-1.80365,-4.87047,2.326
L,-2.33043,8.08059,-1.58939,-4.9219,-2.21875,8.15339,-2.3645,8.0802,-1.78726,-4.87778,1.24129
R,-2.37125,7.87754,-1.42949,-4.8078,-2.273,8.52315,-2.45348,7.83617,-1.77248,-4.8843,5.44643
L,-2.49853,7.62196,-1.55429,-4.88426,-2.59674,7.60288,-2.54177,7.59184,-1.75931,-4.89006,0.704654
R,-2.66786,7.38099,-1.78196,-4.72697,-3.08256,7.38874,-2.62944,7.34723,-1.74777,-4.89507,4.57103
L,-2.77649,7.1277,-1.83682,-4.77235,-2.79865,7.064,-2.71658,7.10238,-1.73786,-4.89933,0.271027
R,-2.82492,6.89861,-1.6942,-4.88786,-2.79412,7.20818,-2.80326,6.85734,-1.72958,-4.90286,2.00633
L,-2.84108,6.7072,-1.45394,-4.73628,-2.74651,6.86867,-2.88957,6.61214,-1.72295,-4.90566,2.22057
R,-2.87177,6.50155,-1.28903,-4.46894,-2.57673,6.36755,-2.97559,6.36681,-1.71797,-4.90774,2.73622
L,-2.92901,6.2714,-1.24026,-4.48621,-2.90217,6.22989,-3.0614,6.12139,-1.71464,-4.90911,0.130018
R,-3.06786,6.01235,-1.44491,-4.70633,-3.50172,6.10796,-3.14709,5.87592,-1.71297,-4.90976,4.41025
L,-3.16993,5.72499,-1.52957,-4.84104,-3.1778,5.53101,-3.23274,5.63043,-1.71295,-4.9097,2.13842
R,-3.28355,5.47381,-1.64301,-4.7271,-3.19736,5.19093,-3.31843,5.38496,-1.71458,-4.90893,1.95156
L,-3.39485,5.20542,-1.74448,-4.81953,-3.43031,5.10507,-3.40424,5.13955,-1.71787,-4.90745,0.694362
R,-3.4571,4.96086,-1.65456,-4.90944,-3.4281,4.94644,-3.49026,4.89422,-1.72281,-4.90525,0.422069
L,-3.597,4.66105,-1.84679,-5.09447,-3.69435,4.52196,-3.57657,4.64902,-1.72939,-4.90233,1.86624
R,-3.70769,4.40315,-1.9378,-4.99334,-3.50501,4.17643,-3.66325,4.40398,-1.73763,-4.89868,1.6986
L,-3.86329,4.11371,-2.15277,-5.14456,-4.00238,4.04684,-3.75039,4.15913,-1.74749,-4.8943,1.537
R,-3.92559,3.88251,-1.967,-5.13737,-4.06447,4.10977,-3.83806,3.91452,-1.75899,-4.88918,1.89806
L,-3.98265,3.66761,-1.83445,-4.97191,-3.88053,3.75177,-3.92635,3.67019,-1.77212,-4.8833,1.12275
R,-4.0632,3.48633,-1.79798,-4.70204,-4.23729,3.88878,-4.01533,3.42616,-1.78686,-4.87666,3.87039
L,-4.15527,3.24348,-1.81424,-4.72472,-4.15119,3.21968,-4.10509,3.18248,-1.8032,-4.86925,0.0342168
R,-4.2774,2.97848,-1.94754,-4.80065,-4.27467,2.88187,-4.19571,2.93919,-1.82113,-4.86104,0.6563
L,-4.37723,2.69144,-1.9953,-4.93764,-4.32451,2.55034,-4.28727,2.69633,-1.84065,-4.85202,1.3018
R,-4.45828,2.4462,-1.92147,-4.93269,-4.38481,2.39989,-4.37985,2.45393,-1.86173,-4.84218,0.309507
L,-4.57049,2.16727,-1.97926,-5.05177,-4.61223,2.09192,-4.47352,2.21205,-1.88436,-4.83149,0.468481
R,-4.67527,1.94537,-2.1066,-4.91894,-4.29257,1.92854,-4.56836,1.97072,-1.90853,-4.81994,3.82111
L,-4.80234,1.65016,-2.20195,-5.09264,-4.86829,1.53442,-4.66444,1.72998,-1.93422,-4.80751,1.10655
R,-4.92307,1.39916,-2.28217,-5.08066,-4.98165,1.43611,-4.76186,1.48989,-1.9614,-4.79417,0.144452
L,-4.97362,1.19363,-2.16774,-4.85243,-4.66779,1.28643,-4.86066,1.25049,-1.99007,-4.7799,5.6092
R,-5.06035,1.00334,-2.09457,-4.62955,-4.98594,1.10894,-4.96095,1.01182,-2.02019,-4.76468,1.08812
L,-5.11495,0.790639,-2.02421,-4.51982,-4.85498,0.825661,-5.06277,0.77393,-2.05174,-4.74848,3.67019
R,-5.21845,0.458266,-2.10499,-4.9031,-4.84736,0.18101,-5.16621,0.536876,-2.08471,-4.73127,5.85342
L,-5.2915,0.225882,-2.06435,-4.83467,-5.1231,0.257311,-5.27133,0.300706,-2.11906,-4.71303,1.56351
R,-5.4003,-0.00326596,-1.98739,-4.71404,-5.99809,-0.290765,-5.3782,0.0654719,-2.15477,-4.69374,21.1249
L,-5.4674,-0.232913,-1.94026,-4.6792,-5.29972,-0.212982,-5.4869,-0.168772,-2.1918,-4.67335,1.51035
R,-5.58738,-0.384435,-2.07646,-4.46984,-5.64447,-0.144522,-5.59748,-0.401971,-2.23014,-4.65185,3.063
L,-5.72172,-0.552365,-2.16701,-4.28835,-5.85359,-0.445801,-5.71001,-0.634069,-2.26974,-4.62919,1.71707
R,-5.83695,-0.796199,-2.39961,-4.54019,-5.30947,-0.724468,-5.82456,-0.865006,-2.31058,-4.60536,5.13806
L,-5.93674,-1.09909,-2.37473,-4.75647,-5.87835,-1.26863,-5.94118,-1.09472,-2.35262,-4.58032,2.06006
R,-6.02227,-1.38924,-2.27599,-4.87377,-5.68069,-1.52871,-6.05993,-1.32316,-2.39581,-4.55404,2.96221
L,-6.16506,-1.58976,-2.37942,-4.72664,-6.27263,-1.50938,-6.18087,-1.55025,-2.44014,-4.52648,1.09343
R,-6.30485,-1.84095,-2.63289,-4.94088,-6.11355,-1.75966,-6.30406,-1.77593,-2.48555,-4.49762,2.23519
L,-6.41663,-2.10746,-2.62116,-4.98691,-6.34007,-2.13685,-6.42954,-2.00014,-2.532,-4.46742,0.394262
R,-6.56888,-2.29589,-2.6289,-4.66488,-6.99344,-2.17445,-6.55738,-2.22281,-2.57946,-4.43585,3.73347
L,-6.72316,-2.49722,-2.73013,-4.53909,-6.79288,-2.4458,-6.68761,-2.44386,-2.62788,-4.40288,0.474449
R,-6.88039,-2.70408,-2.82833,-4.44706,-7.14408,-2.67584,-6.82029,-2.66323,-2.6772,-4.36847,0.994524
L,-6.96785,-2.99442,-2.73077,-4.63417,-6.8003,-3.10086,-6.95546,-2.88084,-2.7274,-4.3326,2.48392
R,-7.0968,-3.2148,-2.67775,-4.49787,-7.13937,-3.22028,-7.09316,-3.09663,-2.7784,-4.29523,0.31963
L,-7.22202,-3.39323,-2.7207,-4.35166,-7.12118,-3.26434,-7.23344,-3.3105,-2.83017,-4.25632,1.49193
R,-7.36674,-3.65195,-2.75387,-4.44709,-7.77186,-4.08999,-7.37632,-3.5224,-2.88265,-4.21586,4.39376
L,-7.53194,-3.75704,-2.90559,-4.09214,-7.49009,-3.49081,-7.52184,-3.73223,-2.93579,-4.1738,4.55562
R,-7.67761,-3.96424,-3.01393,-4.13025,-7.52393,-3.88213,-7.67004,-3.93992,-2.98953,-4.13012,0.49265
L,-7.82906,-4.20466,-3.04599,-4.18784,-7.88049,-4.29783,-7.82094,-4.14538,-3.04381,-4.08479,0.648937
R,-7.98039,-4.42449,-3.0616,-4.16401,-8.08524,-4.57834,-7.97457,-4.34854,-3.09857,-4.03778,0.435083
L,-8.13868,-4.67505,-3.08834,-4.24627,-8.22492,-4.79812,-8.13095,-4.5493,-3.15376,-3.98906,1.25991
R,-8.28068,-4.87176,-2.93435,-4.00224,-8.453,-4.95621,-8.2901,-4.74759,-3.2093,-3.93862,1.62039
L,-8.40419,-5.09035,-2.90781,-4.03872,-8.33552,-5.1059,-8.45204,-4.94331,-3.26514,-3.88641,0.304942
R,-8.55832,-5.23949,-2.92125,-3.81287,-8.55062,-4.79248,-8.61678,-5.13637,-3.32121,-3.83242,2.65732
L,-8.74266,-5.43675,-3.02885,-3.78844,-8.91477,-5.51752,-8.78433,-5.32669,-3.37745,-3.77663,1.92545
R,-8.90514,-5.63084,-3.11983,-3.80446,-9.04115,-5.69364,-8.95469,-5.51417,-3.43377,-3.71901,0.31277
L,-9.05687,-5.81727,-3.14906,-3.76897,-9.03391,-5.80267,-9.12788,-5.69872,-3.49012,-3.65955,0.0392463
R,-9.20141,-5.95865,-3.11213,-3.55942,-8.86897,-5.41973,-9.30388,-5.88026,-3.54643,-3.59823,4.81913
L,-9.37701,-6.04354,-3.22573,-3.28289,-9.30811,-5.82368,-9.4827,-6.05868,-3.60261,-3.53503,3.19722
R,-9.55744,-6.22435,-3.38422,-3.34349,-9.80646,-6.41174,-9.66432,-6.23389,-3.6586,-3.46994,1.36478
L,-9.68708,-6.45251,-3.3164,-3.47441,-9.62547,-6.55958,-9.84874,-6.4058,-3.71431,-3.40295,1.08557
R,-9.91778,-6.60585,-3.64719,-3.47054,-10.6688,-6.35543,-10.0359,-6.57431,-3.76969,-3.33404,6.71439
L,-10.1236,-6.7825,-3.74346,-3.41542,-10.2246,-6.83402,-10.2259,-6.73933,-3.82463,-3.26321,0.68553
R,-10.3123,-6.93864,-3.82309,-3.34347,-10.2205,-6.71044,-10.4186,-6.90075,-3.87907,-3.19046,0.641447
L,-10.5444,-7.13596,-3.94538,-3.34102,-10.7616,-7.29159,-10.614,-7.05849,-3.93293,-3.11577,3.78476
R,-10.7561,-7.26752,-4.0263,-3.16946,-10.8944,-6.83335,-10.8121,-7.21245,-3.98613,-3.03916,1.5683
L,-11.0046,-7.44166,-4.17133,-3.11447,-11.2219,-7.56979,-11.0128,-7.36252,-4.03859,-2.96062,3.38046
R,-11.195,-7.57445,-4.08338,-2.92104,-10.986,-7.3707,-11.2161,-7.50862,-4.09021,-2.88015,1.34553
L,-11.3309,-7.73991,-3.97697,-2.94743,-11.0934,-7.6776,-11.422,-7.65064,-4.14093,-2.79777,3.34591
R,-11.5282,-7.8606,-4.01682,-2.81808,-11.4213,-7.46085,-11.6304,-7.78849,-4.19066,-2.71349,1.59723
L,-11.7012,-7.96423,-4.01588,-2.68279,-11.5269,-7.8215,-11.8413,-7.92208,-4.23932,-2.6273,2.69849
R,-11.8945,-8.07373,-3.92019,-2.4777,-11.9422,-7.88317,-12.0546,-8.05131,-4.28682,-2.53924,0.706619
L,-12.1025,-8.16092,-3.9967,-2.31913,-12.09,-8.08828,-12.2702,-8.17609,-4.33309,-2.44932,0.34671
R,-12.3363,-8.28434,-4.40046,-2.42648,-12.4462,-8.02117,-12.4881,-8.29633,-4.37802,-2.35756,2.57817
L,-12.541,-8.37119,-4.42444,-2.27143,-12.4231,-8.2599,-12.7082,-8.41193,-4.42156,-2.26399,1.40885
R,-12.7476,-8.45224,-4.25555,-2.01096,-12.7461,-8.19449,-12.9304,-8.5228,-4.4636,-2.16863,1.37519
L,-13.0278,-8.54491,-4.43707,-1.86204,-13.2911,-8.64594,-13.1547,-8.62886,-4.50407,-2.07151,4.29753
R,-13.2865,-8.63678,-4.6898,-1.8063,-13.7929,-8.47158,-13.381,-8.73002,-4.54289,-1.97267,2.57001
L,-13.5057,-8.68964,-4.70843,-1.61996,-13.384,-8.57583,-13.6092,-8.82619,-4.57997,-1.87214,1.49144
R,-13.7207,-8.72545,-4.49039,-1.31732,-13.6376,-8.26343,-13.8392,-8.91729,-4.61524,-1.76997,2.8893
L,-13.9342,-8.85162,-4.48103,-1.36914,-13.9959,-8.99264,-14.0709,-9.00324,-4.64861,-1.6662,1.42186
R,-14.1982,-8.93098,-4.88669,-1.3945,-14.4737,-8.79552,-14.3043,-9.08395,-4.68001,-1.56086,2.55455
L,-14.4176,-9.06461,-4.83488,-1.48503,-14.4273,-9.1875,-14.5391,-9.15936,-4.70936,-1.45402,1.03165
R,-14.6448,-9.13703,-4.71011,-1.3546,-14.5757,-9.32634,-14.7754,-9.22939,-4.73658,-1.34573,0.486313
L,-14.9403,-9.12601,-4.88475,-1.02073,-15.062,-9.04396,-15.013,-9.29397,-4.76161,-1.23603,1.55949
R,-15.2038,-9.19629,-4.93948,-0.953945,-15.6189,-9.69365,-15.2517,-9.35302,-4.78436,-1.125,4.51869
L,-15.4632,-9.33149,-4.95004,-1.07896,-15.6682,-9.56749,-15.4916,-9.40649,-4.80476,-1.01269,5.41174
R,-15.7,-9.36864,-4.72788,-0.879982,-15.9382,-9.35751,-15.7324,-9.45431,-4.82275,-0.899159,1.54948
L,-15.9489,-9.45973,-4.75217,-0.904872,-16.0862,-9.59819,-15.9741,-9.49642,-4.83827,-0.784484,2.07629
R,-16.1972,-9.47438,-4.73723,-0.717905,-16.6033,-8.85459,-16.2164,-9.53277,-4.85124,-0.668734,1.9013
L,-16.4464,-9.45974,-4.78907,-0.48929,-16.4229,-9.37029,-16.4594,-9.5633,-4.8616,-0.55198,0.556066
R,-16.6541,-9.47133,-4.70764,-0.369468,-16.011,-9.33486,-16.7027,-9.58797,-4.8693,-0.434301,4.71484
L,-16.9447,-9.44224,-4.83552,-0.108322,-17.1132,-9.43043,-16.9464,-9.60673,-4.87427,-0.315773,1.70939
R,-17.1956,-9.50763,-4.99575,-0.190973,-16.9255,-10.8571,-17.1903,-9.61954,-4.87646,-0.196479,7.98408
L,-17.4601,-9.52509,-5.02648,-0.104475,-17.5448,-9.57485,-17.4342,-9.62636,-4.87583,-0.0765024,0.51188
R,-17.7173,-9.51695,-4.92521,0.0568439,-18.1371,-9.39146,-17.6781,-9.62717,-4.87232,0.0440703,1.65986
L,-17.9743,-9.47732,-4.95441,0.266291,-17.9724,-9.42299,-17.9216,-9.62194,-4.86588,0.165151,0.211148
R,-18.2154,-9.44478,-4.84395,0.436736,-18.3083,-9.18778,-18.1648,-9.61064,-4.85648,0.286648,0.417661
L,-18.3974,-9.50959,-4.68789,0.280693,-18.2763,-9.60997,-18.4074,-9.59325,-4.84408,0.40847,1.8213
R,-18.6313,-9.50132,-4.84003,0.338053,-18.2443,-9.58547,-18.6493,-9.56977,-4.82864,0.530522,1.75912
L,-18.8862,-9.48559,-4.85876,0.429838,-18.9545,-9.51544,-18.8904,-9.54017,-4.81012,0.652707,0.294429
R,-19.1146,-9.44797,-4.89269,0.548227,-18.6983,-9.02886,-19.1305,-9.50447,-4.78851,0.774927,3.77126
L,-19.3783,-9.30311,-4.93889,0.979319,-19.2983,-9.09865,-19.3694,-9.46265,-4.76378,0.897083,3.1108
R,-19.6125,-9.2244,-4.75205,1.17404,-19.7037,-8.79906,-19.6069,-9.41472,-4.73591,1.01907,1.04408
L,-19.8732,-9.0838,-4.77051,1.53876,-19.8731,-8.96417,-19.8431,-9.36071,-4.70487,1.1408,1.05179
R,-20.1189,-8.96724,-4.78423,1.79147,-20.3815,-7.6755,-20.0775,-9.30061,-4.67066,1.26215,4.73924
L,-20.2469,-9.17412,-4.42505,1.04288,-20.1607,-9.59663,-20.3102,-9.23446,-4.63328,1.38303,14.3252
R,-20.4837,-9.14022,-4.54174,1.08556,-20.4587,-9.7448,-20.5409,-9.16227,-4.59271,1.50334,1.63515
L,-20.7152,-9.02326,-4.55072,1.33121,-20.6596,-8.91527,-20.7696,-9.08409,-4.54895,1.62296,0.930276
R,-20.9592,-8.94308,-4.51511,1.46008,-21.5568,-8.5005,-20.9959,-8.99994,-4.50202,1.74179,2.62067
L,-21.1523,-8.87583,-4.42228,1.51496,-21.0195,-8.85081,-21.2198,-8.90987,-4.45191,1.85972,0.984488
R,-21.3852,-8.79374,-4.36166,1.61878,-21.8628,-8.64129,-21.4412,-8.81393,-4.39865,1.97666,1.99185
L,-21.5678,-8.78191,-4.24381,1.49949,-21.5029,-8.87191,-21.6597,-8.71217,-4.34224,2.0925,0.932362
R,-21.7516,-8.66152,-3.93027,1.6451,-21.9514,-7.41274,-21.8754,-8.60465,-4.2827,2.20712,5.49076
L,-21.9532,-8.57153,-3.90641,1.74931,-21.9793,-8.57089,-22.0881,-8.49143,-4.22007,2.32043,0.0385897
R,-22.1627,-8.4694,-4.06989,1.90559,-22.1914,-7.70392,-22.2975,-8.37258,-4.15437,2.43232,2.4829
L,-22.4079,-8.34596,-4.11371,2.08642,-22.5838,-8.35296,-22.5035,-8.24817,-4.08564,2.5427,1.71015
R,-22.5946,-8.24166,-3.96753,2.15047,-22.3177,-8.57758,-22.7061,-8.11829,-4.01391,2.65145,0.701042
L,-22.8654,-7.93333,-4.04028,2.86575,-22.9861,-7.6724,-22.9049,-7.98301,-3.93923,2.75848,6.37081
R,-23.0584,-7.77938,-3.76982,2.97811,-23.2693,-8.32031,-23.1,-7.84243,-3.86163,2.8637,2.90208
L,-23.2917,-7.58418,-3.75276,3.26062,-23.4777,-7.56583,-23.2911,-7.69663,-3.78118,2.967,1.98721
R,-23.4977,-7.43373,-3.89107,3.38301,-23.473,-7.02103,-23.4781,-7.54572,-3.69792,3.06828,2.11665
L,-23.6541,-7.31352,-3.72205,3.31893,-23.5408,-7.36069,-23.6609,-7.3898,-3.61191,3.16746,0.95376
R,-23.8516,-7.13626,-3.71706,3.47304,-24.0505,-6.56968,-23.8393,-7.22897,-3.52321,3.26445,0.82543
L,-23.9949,-7.09403,-3.52616,3.15833,-23.9384,-7.26171,-24.0132,-7.06336,-3.43189,3.35916,2.4908
R,-24.1641,-6.90898,-3.39298,3.2955,-24.3577,-5.94086,-24.1825,-6.89307,-3.33801,3.45149,1.91295
L,-24.3386,-6.61732,-3.31859,3.74958,-24.2574,-6.4352,-24.347,-6.71823,-3.24166,3.54138,2.7467
R,-24.5067,-6.43945,-3.14545,3.79211,-24.788,-7.18367,-24.5066,-6.53896,-3.14289,3.62873,3.46754
L,-24.5844,-6.35106,-2.89029,3.54336,-24.3008,-6.43799,-24.6612,-6.35538,-3.0418,3.71347,5.26923
R,-24.7246,-6.16889,-2.81346,3.643,-24.6108,-6.00878,-24.8107,-6.16764,-2.93846,3.79553,0.322532
L,-24.9157,-5.93943,-2.80923,3.88013,-25.146,-5.91902,-24.955,-5.97587,-2.83295,3.87484,2.96686
R,-25.0486,-5.72847,-2.72144,4.01254,-24.8975,-5.02285,-25.094,-5.7802,-2.72537,3.95132,1.81314
L,-25.1766,-5.57563,-2.60067,3.93739,-25.1941,-5.64372,-25.2276,-5.58079,-2.61581,4.02492,0.366814
R,-25.3317,-5.38631,-2.64854,4.02484,-25.5328,-5.4399,-25.3556,-5.37777,-2.50435,4.09557,1.19575
L,-25.4843,-5.14253,-2.59457,4.21968,-25.5713,-5.10241,-25.4779,-5.1713,-2.39109,4.16322,0.570376
R,-25.6133,-4.97132,-2.59397,4.18838,-25.0178,-6.55904,-25.5946,-4.96152,-2.27613,4.22781,5.93741
L,-25.7253,-4.82341,-2.47175,4.04948,-25.6952,-4.89995,-25.7055,-4.7486,-2.15956,4.2893,0.534576
R,-25.8452,-4.61501,-2.39194,4.11513,-25.8162,-4.40681,-25.8105,-4.53268,-2.04149,4.34764,0.11555
L,-25.9667,-4.34671,-2.31428,4.34786,-25.9516,-4.26659,-25.9096,-4.31392,-1.92202,4.40279,0.510586
R,-26.0735,-4.12503,-1.99863,4.32171,-26.8953,-4.43966,-26.0027,-4.0925,-1.80125,4.45471,11.4254
L,-26.1706,-3.80855,-1.85941,4.67271,-26.1198,-3.67723,-26.0897,-3.86856,-1.67928,4.50337,1.45765
R,-26.2451,-3.56334,-1.55589,4.71462,-26.5652,-3.85723,-26.1706,-3.64227,-1.55623,4.54875,3.02346
L,-26.2681,-3.30192,-1.29785,4.81747,-25.9974,-3.24722,-26.2453,-3.41381,-1.4322,4.59081,4.05534
R,-26.3198,-3.05363,-1.07982,4.87192,-26.2976,-3.01078,-26.3138,-3.18332,-1.30729,4.62954,0.116799
L,-26.3353,-2.84489,-0.856256,4.7843,-26.1741,-2.87885,-26.376,-2.95098,-1.18162,4.66493,1.50112
R,-26.3944,-2.63249,-0.786588,4.73722,-26.4681,-3.44967,-26.4319,-2.71697,-1.05529,4.69696,1.79749
L,-26.4612,-2.54043,-0.706709,4.33126,-26.674,-2.73852,-26.4815,-2.48143,-0.928411,4.72562,5.33624
R,-26.5172,-2.31607,-0.677547,4.39157,-26.657,-1.72382,-26.5247,-2.24456,-0.80109,4.75091,1.41271
L,-26.5657,-2.12777,-0.584717,4.31989,-26.6691,-2.17333,-26.5616,-2.0065,-0.673434,4.77284,0.71427
R,-26.5973,-1.90081,-0.53531,4.37519,-26.3248,-1.32261,-26.5921,-1.76744,-0.545553,4.79141,2.15528
L,-26.5991,-1.61794,-0.373467,4.57473,-26.4671,-1.53207,-26.6161,-1.52753,-0.417552,4.80664,1.47496
R,-26.5943,-1.4034,-0.155132,4.53249,-26.4998,-2.19526,-26.6338,-1.28695,-0.289538,4.81852,1.52069
L,-26.5993,-1.16159,-0.0191895,4.58185,-26.5998,-1.14277,-26.6451,-1.04586,-0.161616,4.8271,0.0285724
R,-26.6291,-0.950127,0.0314664,4.53267,-27.2008,-1.67679,-26.65,-0.804425,-0.0338883,4.83238,5.10427
L,-26.6434,-0.665296,0.135444,4.71322,-26.7355,-0.59539,-26.6485,-0.562811,0.0935412,4.83439,0.853097
R,-26.6299,-0.417265,0.344756,4.75671,-26.9891,0.0351487,-26.6406,-0.321181,0.220572,4.83317,2.31431
L,-26.585,-0.0727462,0.569427,5.06242,-26.4553,0.0602653,-26.6264,-0.0796947,0.347104,4.82874,2.30666
R,-26.5658,0.180233,0.714046,5.05321,-26.9537,0.136943,-26.6059,0.161489,0.473041,4.82116,2.7537
L,-26.5412,0.496896,0.859581,5.22924,-26.6201,0.57588,-26.5792,0.402213,0.598287,4.81045,0.83326
R,-26.5304,0.747588,0.855986,5.15735,-26.8241,0.381506,-26.5462,0.642323,0.722748,4.79667,1.90938
L,-26.5236,1.02817,0.922443,5.21346,-26.7293,1.06082,-26.5069,0.881666,0.846334,4.77986,2.32009
R,-26.4837,1.31844,0.928587,5.25945,-25.9562,2.60409,-26.4616,1.12009,0.968955,4.76007,6.18096
L,-26.4307,1.51,1.03642,5.0218,-26.3986,1.42212,-26.4101,1.35745,1.09053,4.73737,0.670978
R,-26.3909,1.71186,1.07644,4.8406,-26.5072,-0.563928,-26.3526,1.59361,1.21096,4.71181,8.57916
L,-26.3417,1.88106,1.14598,4.59855,-26.3594,1.79315,-26.2891,1.82841,1.33018,4.68345,0.644704
R,-26.2726,2.10449,1.30833,4.57149,-26.3475,1.82827,-26.2197,2.06173,1.44811,4.65235,0.431666
L,-26.2159,2.26531,1.36937,4.33941,-26.2502,2.18481,-26.1444,2.29342,1.56467,4.61859,0.59621
R,-26.1537,2.47468,1.40373,4.2615,-26.069,2.27896,-26.0633,2.52336,1.67979,4.58223,0.454186
L,-26.0751,2.74063,1.52858,4.38975,-26.0641,2.80701,-25.9765,2.75141,1.79339,4.54334,0.362969
R,-25.9791,2.96101,1.79691,4.40923,-26.3234,3.02388,-25.8841,2.97746,1.90543,4.502,3.11813
L,-25.8697,3.28786,1.98658,4.68188,-25.8345,3.42005,-25.7861,3.20139,2.01582,4.45828,1.49109
R,-25.7857,3.52645,2.07287,4.65283,-26.1824,3.73376,-25.6826,3.42306,2.12452,4.41227,2.09371
L,-25.6823,3.70424,2.16096,4.43963,-25.6666,3.63509,-25.5737,3.64239,2.23146,4.36404,0.386147
R,-25.5665,3.90676,2.29163,4.33436,-25.5773,3.13316,-25.4596,3.85924,2.3366,4.31367,1.13415
L,-25.5054,4.05521,2.26982,4.08032,-25.7492,3.99968,-25.3402,4.07353,2.43989,4.26125,3.54868
R,-25.3844,4.2463,2.38973,3.99006,-25.3516,3.75691,-25.2157,4.28514,2.54127,4.20686,0.541745
L,-25.218,4.49227,2.60185,4.06224,-25.0214,4.52803,-25.0863,4.49399,2.64071,4.15058,2.24274
R,-25.0692,4.68127,2.63032,3.9076,-24.2719,4.30917,-24.9518,4.69998,2.73817,4.09251,8.97226
L,-24.9525,4.87413,2.6964,3.83874,-25.0363,4.88499,-24.8126,4.90303,2.83361,4.03273,0.378442
R,-24.797,5.06005,2.81851,3.75429,-24.3609,4.95947,-24.6686,5.10304,2.92701,3.97132,2.32209
L,-24.6226,5.30024,2.99712,3.83913,-24.5041,5.35293,-24.5201,5.29995,3.01833,3.90839,1.04144
R,-24.4496,5.48156,3.23801,3.77502,-24.4379,5.24592,-24.367,5.49367,3.10754,3.84401,0.761416
L,-24.2596,5.65432,3.38252,3.64158,-24.1159,5.61152,-24.2095,5.68414,3.19464,3.77827,1.19377
R,-24.0968,5.80992,3.50223,3.49242,-24.5638,4.75836,-24.0477,5.8713,3.27959,3.71127,3.03909
L,-23.9216,5.96625,3.59014,3.34268,-23.9153,5.94377,-23.8818,6.05508,3.36239,3.64309,0.0397245
R,-23.7819,6.13783,3.3027,3.13638,-23.5491,6.44495,-23.7117,6.23542,3.44302,3.57383,4.21445
L,-23.6214,6.29004,3.36627,3.04682,-23.6471,6.29102,-23.5377,6.41227,3.52148,3.50357,0.0357604
R,-23.4762,6.44544,3.32107,2.94721,-23.7544,6.53746,-23.3598,6.58559,3.59775,3.4324,1.26403
L,-23.2368,6.72354,3.57641,3.25414,-23.0099,6.86182,-23.1781,6.75533,3.67185,3.36041,4.68323
R,-23.0433,6.85371,3.63484,3.08683,-22.7862,5.74143,-22.9928,6.92146,3.74376,3.28768,5.44966
L,-22.8271,7.04179,3.77849,3.11707,-22.6991,7.063,-22.804,7.08393,3.8135,3.21431,0.973282
R,-22.6133,7.17772,3.97112,3.00897,-22.418,6.76159,-22.6117,7.24273,3.88106,3.14038,1.71113
L,-22.4324,7.31428,3.99454,2.88402,-22.5083,7.31524,-22.4161,7.39782,3.94647,3.06598,0.318094
R,-22.1964,7.4591,4.35407,2.85,-22.0543,7.85452,-22.2173,7.54917,4.00974,2.99118,2.02268
L,-22.011,7.62062,4.37138,2.80225,-22.1947,7.69478,-22.0154,7.69679,4.07087,2.91607,2.08583
R,-21.8224,7.80578,4.17461,2.78843,-21.6178,9.0351,-21.8105,7.84064,4.12989,2.84074,5.58584
L,-21.62,7.93919,4.21424,2.69156,-21.6473,7.94,-21.6026,7.98072,4.18681,2.76526,0.0412436
R,-21.4306,8.06892,4.18496,2.58853,-21.8637,7.78661,-21.392,8.11703,4.24166,2.68971,1.54106
L,-21.227,8.06142,4.13328,2.13077,-21.0853,7.83229,-21.1787,8.24957,4.29447,2.61417,4.56625
R,-21.0389,8.19814,3.9241,2.06204,-20.5503,9.28616,-20.9628,8.37833,4.34526,2.53871,4.85048
L,-20.8645,8.36342,3.95938,2.14689,-21.0519,8.50983,-20.7444,8.50333,4.39406,2.46341,3.11168
R,-20.6168,8.48448,4.31776,2.16172,-19.9265,9.40847,-20.5237,8.62457,4.4409,2.38835,5.20524
L,-20.3538,8.64662,4.47829,2.2416,-20.21,8.68914,-20.3006,8.74206,4.48582,2.31358,1.40437
R,-20.156,8.77567,4.28075,2.19045,-20.2277,8.8532,-20.0753,8.85583,4.52884,2.23919,1.23871
L,-19.9681,8.86587,4.25319,2.06772,-20.0633,8.86724,-19.848,8.96589,4.57001,2.16524,0.512362
R,-19.7739,8.96967,4.13818,1.98757,-19.9264,8.78179,-19.6186,9.07227,4.60937,2.09179,0.553388
L,-19.5606,9.03717,4.16003,1.84568,-19.4861,8.96665,-19.3873,9.17499,4.64694,2.01891,0.586371
